"x"	"y"
-0.097245636642018	-0.540546465630554
-0.408143469815447	-1.55075710777769
-0.864458861079795	-1.10346887728484
-0.550964872814579	-0.133849980396829
-0.28959732880785	-1.28461012776433
-0.938888206740676	-1.10157988263393
-0.650655142032051	-1.14542014900176
-0.463320181895574	-1.3179842057637
-0.400995117914127	-1.4421304264738
-0.625194034123867	-0.862043826834965
-0.503708557208562	-0.708738867767955
-0.568405985602148	-0.816708180864774
-0.180147585378229	-1.24579647202782
-0.985410322262904	-0.980820769168712
-0.62907998468647	-1.19261110474193
-0.696210024135692	-1.23089600970963
-0.302113552259557	-0.583836546151728
-0.211948476256597	-1.15188659223452
-0.128328414659466	-1.09794645551086
0.0481899898836066	-0.79618408788876
-0.70282562309044	-1.29647600418109
-0.945313522409508	-1.3803665187719
-1.08025439496685	-0.582175152306482
-0.266342217814555	-1.07926166351023
-0.45859334087589	-1.13291702518144
0.280375854386026	-1.28329181125835
-0.567648646565176	-0.907753759555537
-0.33897575375774	-1.05961148238402
-1.30451005750541	-1.4514969492521
-0.427138102786425	-1.00157242773441
-0.868563407059701	-1.03920949567748
-0.825867186225079	-0.910583491533989
-1.03314072024205	-0.866158307661406
-0.464614788359135	-0.974153269127959
-0.542497828193069	-0.905168567478623
-0.769487644664614	-1.04041046414466
-0.323385164634592	-0.602135218710834
-0.500163533521563	-1.03990213514521
-0.858853926172505	-1.51398788575753
-0.819793261784079	-0.547136451980538
-0.286693152181933	-1.07645519963781
-0.693322388697283	-1.14810312013072
-0.21030881702549	-1.09666473407409
-0.122310363139693	-0.765318521224236
-0.10760268066312	-1.31128186101022
-0.54616185993705	-1.31401524421887
-0.346444262310885	-0.954602130306072
-0.644865884043412	-0.474611784794252
-0.471203006892131	-0.63964488867379
-0.283392088937351	-1.27662413664301
-0.758270017513317	-0.980873165657375
-0.933020816084397	-0.790446674703748
-0.984102424983845	-0.413741907550254
-0.719102521291798	-0.39475814721256
-0.689147089821275	-1.34685168174045
-0.540382566962751	-0.987735696467799
-1.11979808390137	-0.619096076954323
-0.929356362623582	-0.877050700097775
-0.38091340351725	-0.948016148174401
-0.589361727225005	-0.926596409829607
-0.912062419562875	-1.28612019914639
-0.927374444278862	-0.430033710271188
-0.0401659764235405	-0.903262256300535
-0.967847401801236	-0.99894237485932
-0.0354596517143874	-1.16847637234731
-0.277937111678098	-1.34746797280337
-0.314811640254475	-1.34094363307771
-0.967441727624915	-1.34132179244077
-0.844488679194492	-1.32472266450823
-0.297178923140483	-0.972995436675576
-0.65899039967328	-1.38787830633291
-0.894137489554359	-1.27339619575964
-0.929397454039321	-1.15858969546743
-0.388747150865818	-1.42163879798095
-0.0495292713937013	-1.46866900624857
-0.581797136874202	-0.146398136111239
-0.246441615149683	-1.08818942424981
-0.843123302315828	-0.788339161709403
-0.553262121721714	-1.13225323660572
-0.441013359952154	-1.17318455113863
0.354194866289818	-0.394046570335872
-0.284165012599942	-0.74140787338531
-0.733433744535031	-0.679432032450606
-0.667430390831367	-1.3596995054572
0.0907499824163008	-1.33129260085619
-0.648950199119716	-1.21849588266016
-0.870746664424298	-0.782452155893368
-1.06660878617341	-1.0716682572335
-0.744105545274605	-1.49695448139003
-0.572927871439813	-1.15237741227004
-0.750196718974865	-0.64518656497301
-0.368135297787822	-1.03009684393085
-0.495842625348415	-1.26244827767767
-0.617405372182162	-0.601701485561886
-0.554695371456575	-0.939490170423051
0.138847212863847	-1.25037284681563
-0.22260482117827	-0.354460114470233
-0.910524318926509	-0.991269803856475
-0.681465582922955	-1.17391269462038
-0.904257321924561	-1.31952522892113
-0.283321422663281	1.68830382297036
-0.670954730198117	1.42220241315835
-0.567419140151249	0.948798382330956
